Time,target_cpu,__cpu,curr_state,next_state,t_start,t_delta
0.807037,,2.0,S,W,0.807037,0.00358599999981
0.810623,0.0,,W,A,0.810623,6.69999999445e-05
0.81069,,0.0,A,R+,0.81069,0.000542000000223
0.811232,,0.0,R+,A,0.811232,0.000705999999809
0.811938,,0.0,A,R+,0.811938,0.000837000000047
0.812775,,0.0,R+,A,0.812775,2.20000001718e-05
0.812797,,0.0,A,R+,0.812797,9.70000000962e-05
0.812894,,0.0,R+,A,0.812894,0.000258999999915
0.813153,,0.0,A,R,0.813153,0.000630000000001
0.813783,,0.0,R,A,0.813783,2.49999998232e-05
0.813808,,0.0,A,R,0.813808,0.000115000000278
0.813923,,0.0,R,A,0.813923,1.39999997373e-05
0.813937,,0.0,A,R,0.813937,0.00019599999996
0.814133,,0.0,R,A,0.814133,0.000108000000182
0.814241,,0.0,A,R,0.814241,0.000978999999916
0.81522,,0.0,R,A,0.81522,0.000472000000173
0.815692,,0.0,A,R,0.815692,0.000395000000026
0.816087,,0.0,R,A,0.816087,2.70000000455e-05
0.816114,,0.0,A,R,0.816114,6.69999999445e-05
0.816181,,0.0,R,A,0.816181,1.59999999596e-05
0.816197,,0.0,A,R,0.816197,6.49999997222e-05
0.816262,,0.0,R,A,0.816262,0.000114000000394
0.816376,,0.0,A,R,0.816376,6.5999999606e-05
0.816442,,0.0,R,A,0.816442,2.50000002779e-05
0.816467,,0.0,A,R,0.816467,0.000179000000117
0.816646,,0.0,R,A,0.816646,0.0013299999996
0.817976,,0.0,A,R+,0.817976,0.00134500000013
0.819321,,0.0,R+,A,0.819321,0.000496000000112
0.819817,,0.0,A,S,0.819817,0.000337999999829
0.820155,,0.0,S,W,0.820155,0.00114000000031
0.821295,1.0,,W,A,0.821295,1.8999999611e-05
0.821314,,1.0,A,S,0.821314,6.70000003993e-05
0.821381,,1.0,S,W,0.821381,0.00108499999988
0.822466,2.0,,W,A,0.822466,3.59999999091e-05
0.822502,,2.0,A,R,0.822502,0.000348000000031
0.82285,,2.0,R,A,0.82285,4.09999997828e-05
0.822891,,2.0,A,R,0.822891,8.90000001164e-05
0.82298,,2.0,R,A,0.82298,0.000139000000217
0.823119,,2.0,A,R+,0.823119,0.00112600000011
0.824245,,2.0,R+,A,0.824245,0.00059199999987
0.824837,,2.0,A,R,0.824837,4.60000001112e-05
0.824883,,2.0,R,A,0.824883,0.000507999999627
0.825391,,2.0,A,R,0.825391,0.000342000000273
0.825733,,2.0,R,A,0.825733,0.000676999999996
0.82641,,2.0,A,R+,0.82641,0.00321099999974
0.829621,,2.0,R+,A,0.829621,0.000360000000001
0.829981,,2.0,A,S,0.829981,0.000328000000081
0.830309,,2.0,S,W,0.830309,0.00740500000029
0.837714,2.0,,W,A,0.837714,0.000266000000011
0.83798,,2.0,A,S,0.83798,0.000100999999631
0.838081,,2.0,S,W,0.838081,0.000541000000339
0.838622,2.0,,W,A,0.838622,8.09999996818e-05
0.838703,,2.0,A,R+,0.838703,0.00139800000034
0.840101,,2.0,R+,A,0.840101,0.000167999999576
0.840269,,2.0,A,S,0.840269,3.10000000354e-05
0.8403,,2.0,S,W,0.8403,0.00309400000015
0.843394,3.0,,W,A,0.843394,9.399999999e-05
0.843488,,3.0,A,R,0.843488,2.20000001718e-05
0.84351,,3.0,R,A,0.84351,1.10000000859e-05
0.843521,,3.0,A,R,0.843521,0.00256899999977
0.84609,,3.0,R,A,0.84609,1.90000000657e-05
0.846109,,3.0,A,R+,0.846109,0.000607999999829
0.846717,,3.0,R+,A,0.846717,0.000362000000223
